properties{
  x = 0,
  y = 0,
  width = 1280,
  height = 1024,
  min_layer = 0,
  max_layer = 2,
  tileset = "temple_yellow",
  music = "castle",
}

tile{
  layer = 0,
  x = 920,
  y = 128,
  width = 96,
  height = 336,
  pattern = "floor.20",
}

tile{
  layer = 0,
  x = 408,
  y = 128,
  width = 384,
  height = 48,
  pattern = "floor.20",
}

tile{
  layer = 0,
  x = 184,
  y = 112,
  width = 96,
  height = 352,
  pattern = "floor.20",
}

tile{
  layer = 0,
  x = 192,
  y = 616,
  width = 80,
  height = 256,
  pattern = "floor.20",
}

tile{
  layer = 0,
  x = 952,
  y = 608,
  width = 64,
  height = 64,
  pattern = "floor.20",
}

tile{
  layer = 0,
  x = 920,
  y = 672,
  width = 256,
  height = 192,
  pattern = "floor.20",
}

tile{
  layer = 0,
  x = 728,
  y = 848,
  width = 128,
  height = 176,
  pattern = "ceiling",
}

tile{
  layer = 0,
  x = 672,
  y = 832,
  width = 112,
  height = 32,
  pattern = "floor.20",
}

tile{
  layer = 0,
  x = 344,
  y = 848,
  width = 128,
  height = 176,
  pattern = "ceiling",
}

tile{
  layer = 0,
  x = 416,
  y = 832,
  width = 112,
  height = 32,
  pattern = "floor.20",
}

tile{
  layer = 0,
  x = 528,
  y = 832,
  width = 144,
  height = 144,
  pattern = "floor.20",
}

tile{
  layer = 0,
  x = 184,
  y = 456,
  width = 64,
  height = 8,
  pattern = "wall_low_border.2",
}

tile{
  layer = 0,
  x = 240,
  y = 184,
  width = 8,
  height = 288,
  pattern = "wall_low_border.4",
}

tile{
  layer = 0,
  x = 920,
  y = 120,
  width = 96,
  height = 8,
  pattern = "wall_low_border.1",
}

tile{
  layer = 0,
  x = 928,
  y = 184,
  width = 32,
  height = 8,
  pattern = "wall_low_border.2",
}

tile{
  layer = 0,
  x = 920,
  y = 192,
  width = 16,
  height = 24,
  pattern = "wall_low.2",
}

tile{
  layer = 0,
  x = 952,
  y = 456,
  width = 64,
  height = 8,
  pattern = "wall_low_border.2",
}

tile{
  layer = 0,
  x = 1088,
  y = 656,
  width = 16,
  height = 24,
  pattern = "wall_low.1",
}

tile{
  layer = 0,
  x = 952,
  y = 608,
  width = 64,
  height = 8,
  pattern = "wall_low_border.1",
}

tile{
  layer = 0,
  x = 1032,
  y = 832,
  width = 16,
  height = 24,
  pattern = "wall_low.2",
}

tile{
  layer = 0,
  x = 1016,
  y = 848,
  width = 24,
  height = 32,
  pattern = "wall_low.4",
}

tile{
  layer = 0,
  x = 1008,
  y = 824,
  width = 112,
  height = 8,
  pattern = "wall_low_border.2",
}

tile{
  layer = 0,
  x = 1008,
  y = 824,
  width = 8,
  height = 48,
  pattern = "wall_low_border.4",
}

tile{
  layer = 0,
  x = 952,
  y = 864,
  width = 64,
  height = 8,
  pattern = "wall_low_border.2",
}

tile{
  layer = 0,
  x = 496,
  y = 640,
  width = 216,
  height = 72,
  pattern = "floor_small.2",
}

tile{
  layer = 0,
  x = 704,
  y = 640,
  width = 8,
  height = 80,
  pattern = "wall_low_border.4",
}

tile{
  layer = 0,
  x = 192,
  y = 704,
  width = 8,
  height = 32,
  pattern = "wall_low_border.3",
}

tile{
  layer = 0,
  x = 232,
  y = 704,
  width = 8,
  height = 32,
  pattern = "wall_low_border.4",
}

tile{
  layer = 0,
  x = 952,
  y = 824,
  width = 8,
  height = 48,
  pattern = "wall_low_border.3",
}

tile{
  layer = 0,
  x = 928,
  y = 848,
  width = 24,
  height = 16,
  pattern = "wall_low.3",
}

tile{
  layer = 0,
  x = 920,
  y = 832,
  width = 16,
  height = 24,
  pattern = "wall_low.2",
}

tile{
  layer = 0,
  x = 240,
  y = 824,
  width = 8,
  height = 48,
  pattern = "wall_low_border.4",
}

tile{
  layer = 0,
  x = 232,
  y = 624,
  width = 8,
  height = 32,
  pattern = "wall_low_border.4",
}

tile{
  layer = 0,
  x = 184,
  y = 608,
  width = 64,
  height = 8,
  pattern = "wall_low_border.1",
}

tile{
  layer = 0,
  x = 240,
  y = 616,
  width = 8,
  height = 16,
  pattern = "wall_low_border.4",
}

tile{
  layer = 0,
  x = 184,
  y = 616,
  width = 8,
  height = 16,
  pattern = "wall_low_border.3",
}

tile{
  layer = 0,
  x = 240,
  y = 736,
  width = 8,
  height = 32,
  pattern = "wall_low_border.4",
}

tile{
  layer = 0,
  x = 240,
  y = 640,
  width = 24,
  height = 80,
  pattern = "wall_low.4",
}

tile{
  layer = 0,
  x = 264,
  y = 832,
  width = 16,
  height = 24,
  pattern = "wall_low.2",
}

tile{
  layer = 0,
  x = 248,
  y = 848,
  width = 24,
  height = 32,
  pattern = "wall_low.4",
}

tile{
  layer = 0,
  x = 248,
  y = 728,
  width = 24,
  height = 16,
  pattern = "wall_low.4",
}

tile{
  layer = 0,
  x = 264,
  y = 736,
  width = 16,
  height = 24,
  pattern = "wall_low.1",
}

tile{
  layer = 0,
  x = 744,
  y = 512,
  width = 112,
  height = 128,
  pattern = "ceiling",
}

tile{
  layer = 0,
  x = 712,
  y = 632,
  width = 24,
  height = 64,
  pattern = "wall_low.4",
}

tile{
  layer = 0,
  x = 728,
  y = 688,
  width = 80,
  height = 24,
  pattern = "wall_low.1",
}

tile{
  layer = 0,
  x = 496,
  y = 640,
  width = 208,
  height = 8,
  pattern = "wall_low_border.1",
}

tile{
  layer = 0,
  x = 464,
  y = 632,
  width = 24,
  height = 64,
  pattern = "wall_low.3",
}

tile{
  layer = 0,
  x = 520,
  y = 976,
  width = 160,
  height = 24,
  pattern = "wall_low.2",
}

tile{
  layer = 0,
  x = 592,
  y = 976,
  width = 16,
  height = 16,
  pattern = "door.2",
}

tile{
  layer = 0,
  x = 584,
  y = 976,
  width = 8,
  height = 16,
  pattern = "door.2.support.1",
}

tile{
  layer = 0,
  x = 608,
  y = 976,
  width = 8,
  height = 16,
  pattern = "door.2.support.2",
}

tile{
  layer = 0,
  x = 576,
  y = 848,
  width = 48,
  height = 120,
  pattern = "floor_small.2",
}

tile{
  layer = 0,
  x = 624,
  y = 848,
  width = 8,
  height = 120,
  pattern = "floor_border.2",
}

tile{
  layer = 0,
  x = 552,
  y = 944,
